Malware_Types_List,Blacklist_Type_Text,Address_IP,Domain_Name
,,109.73.236.38,royalsocialmedia.com
,,,rptraininginstitute.org
,,209.188.24.242,rtrick.com
,,192.185.108.212,rural-net.com
,,173.254.28.137,rushmooreng.co.uk
,,62.149.128.160,sabridawtouni.com
,,62.149.128.74,sabridawtouni.net
,,69.73.180.180,safekimya.com.tr
,,173.254.28.130,samcotas.com
,,92.242.132.15,sandipnandimajumdar.in
,,198.154.248.137,sanidadintegral.org
,,46.4.1.66,saniplan.com
,,192.185.221.42,saoluisrunners.com.br
,,119.59.120.55,sassy69.com
,,67.222.12.107,savannaharies.com
,,63.247.87.242,savoirplus.net
,,104.152.68.156,sbfranciscans.org
,,81.19.145.40,schloeglmann.at
,,114.215.87.11,sdqcyg.com
,,92.242.132.15,securecice.access.cibc.cn.com
,,92.242.132.15,secured-attemp-cap.com
,,92.242.132.15,secure.login.customers-area.tk
,,,securepaypal.xyz
,,199.59.243.120,segurocadastro31.gratisphphost.info
,,,sejasaude.com
,,108.167.165.141,selecteastlondon.com
,,209.188.24.242,senciotech.com
,,192.185.216.124,seniorvit.com.br
,,67.228.244.2,seraphim.archangelsystems.com
,,50.63.202.49,sernertymcom.com
,,,service-activation-card-info-support-paypal.elbarza.com
,,31.220.16.156,serviceppl2016.esy.es
,,185.51.164.62,sexhikayelerim.pro
,,192.185.185.178,shopceron.com
,,65.39.182.150,silvermooncottage.com
,,187.45.182.82,simonismodas.com.br
,,131.100.50.4,singular.ind.br
,,192.185.108.212,sitespawn.ca
,,50.87.152.212,skopelos.me
,,198.136.58.242,skyconstruction.co.zw
,,63.247.87.242,skylarkedu.com.np
,,,smiles.pontosextra.com.br
,,188.40.239.38,smtp1.positiva.si
,,184.168.221.34,smugplugs.com
,,174.121.164.66,softelixir.in
,,108.167.188.159,somewaystore.com.br
,,209.188.24.242,soonlee-film.com
,,198.57.149.32,southside-screenprinting.com
,,195.246.8.32,sozitje.si
,,209.188.24.242,specialelogistics.com
,,202.22.163.23,speedsheets.com.au
,,192.163.217.123,spireresearch.com
,,192.185.108.212,spmarineservices.com
,,131.100.50.4,sportfishingbahia.com.br
,,184.168.221.42,squarespace-surpport.com
,,143.95.82.235,sricar.com
,,144.76.191.135,ssrabin.com
,,192.185.108.212,starmedicalsupply.com
,,209.188.24.242,steamteamfw.com
,,62.219.67.25,stepup-marketing.co.il
,,23.229.183.169,stevemcdonaldfanclub.com
,,89.111.177.28,stiancamnuniti.cf
,,50.87.150.48,store.eton.com.sa
,,192.185.108.212,strippokergamesonline.net
,,69.172.201.217,studio22-22.com
,,,studiok.it
,,92.242.132.15,stvznieuws.nl
,,131.100.50.4,sulformes.com.br
,,160.153.161.229,support-it.account.store.secure1.store.apple-apple-settings2fvdtbyp6qpisybimyjikdz.beyajjen.com
,,23.229.192.9,surchile.com
,,192.185.179.102,swakuru.co.za
,,50.87.152.244,sweetbed.net
,,83.125.22.169,swiftcar.co.nf
,,31.220.16.17,tabela-recadastro.pe.hu
,,67.222.12.107,tacomacitizenscouncil.com
,,198.38.89.241,taheriflour.com
,,,talkintarnarc.co.uk
,,108.167.180.142,talleraxis.cl
,,77.123.131.99,tarplast.com.ua
,,91.200.32.231,tartakpopielow.pl
,,209.188.24.242,taskoye.com
,,5.10.68.188,techsablog.com
,,166.62.28.103,techzahowz.com
,,63.247.87.242,tejesnepal.com.np
,,131.100.50.4,templariosdoasfalto.com.br
,,192.185.218.119,testecliente.com.br
,,209.188.24.242,thankgodforbeef.com
,,192.185.108.212,thebracketclub.com
,,173.199.120.43,thecampusminister.com
,,209.188.24.242,thejimmyhart.com
,,209.188.24.242,thekaratecenter.org
,,192.185.108.212,themarketingedge.co.nz
,,176.31.156.188,themestune.com
,,209.188.24.242,theoasislaundry.com
,,192.185.108.212,therepublic.net.nz
,,185.55.79.109,theuniversityshop.co.uk
,,192.185.13.189,thezanier.com
,,209.188.24.242,thriftybetch.com
,,131.100.50.4,tijucasdosul.pr.gov.br
,,209.188.24.242,torikelly.us
,,184.168.221.29,tottenhamrealtor.com
,,109.123.209.196,tpse-solar.cz
,,46.16.188.7,trackakwaibom.com
,,107.155.83.17,trackers.com.pk
,,88.150.141.57,trade.pwcb.co.uk
,,198.38.82.168,traducatormadrid.com
,,209.188.24.242,tremendoushearts.org
,,67.222.158.172,ttx-group-myanmar.com
,,23.235.200.101,tuisconsult.com
,,185.116.213.18,turnock.com
,,125.253.113.210,tuyendiemdulich.com
,,78.46.194.22,uczsieniemca.pl
,,66.147.244.226,ulcrobotics.com
,,46.105.174.39,union-des-ouvriers.fr
,,116.0.22.229,uniquechauffeurcars.com.au
,,192.254.236.234,uniquegiftsandinteriors.co.uk
,,92.242.132.15,updateaccountchacker.org
,,92.242.132.15,update-account-service.andrewperkinscomputerseasyvideogamessupport.com
,,92.242.132.15,update-account-service.treenet.ch
,,,update.information.bankofamerica.com.varelaoutdoor.com.br
,,92.242.132.15,update.information.lloydsbnk.com.fitness24.it
,,,update.paypal-security.1998old.com
,,,update-security-paypal.1998old.com
,,108.174.180.88,urmcroseburg.org
,,92.242.132.15,usaaa.com.verify-accnt-inet.ent.planosaudehapvida.com.br
,,92.242.132.15,usaa.com-auth-onlog-logg-redin-lojk.myeasyone.com
,,27.121.64.104,usaa.com-inet-ent-account-upgrade.metperial.com
,,192.185.91.41,usaa.com.natebooth.com
,,109.70.26.37,velta-tour.ru
,,184.168.221.52,verification-identity.net
,,5.199.165.172,verify1-your-account-paypal.tk
,,192.185.51.96,veterinariocameros.com
,,198.15.69.186,vetormedicinadotrabalho.com.br
,,192.185.216.124,vianadebulhoes.adv.br
,,184.95.45.219,vianova-realestate.com
,,209.188.24.242,villageatsquaw.com
,,93.191.243.137,vinovo5stelle.it
,,192.185.73.25,vortextechnologies.co.ke
,,209.188.24.242,voting-booths-china.com
,,202.146.219.9,vz777.com
,,37.228.90.39,wakeschool.ru.optimus.mtw.ru
,,192.124.249.2,watermarque.co.uk
,,94.126.173.11,wcm.terraavista.net
,,92.242.132.15,webinklabs63.pw
,,,webscrapp.net
,,92.242.132.15,webservice-contact.com
,,192.185.19.218,webservicesclub.com
,,192.185.103.8,wefindfamily.com
,,192.185.214.95,wellsfargo.com.casainterativa.net
,,27.121.64.126,wellsfargo.com.insights.economics.annualeconomic.outlook.investing.retirement.rollover.northernlodgethoroughbreds.com.au
,,89.163.146.245,wellsfargo-com-onlinebanking.giyimtrendi.com
,,192.185.108.212,whattamug.com
,,78.31.109.228,winchesterweb.co.uk
,,,wolfnetworks.co.uk
,,208.109.181.173,woodbrookpainting.com
,,209.188.24.242,wren-sc.com
,,202.146.219.9,xd-motion.hk
,,198.1.121.252,yakitoribar.nz
,,192.185.108.212,zdmnetwork.com
,,67.222.3.111,zpetsperu.com
,,186.153.178.52,alejorural.com.ar
,,,carnabras.com
,,192.185.150.110,centralamericarealestateinvestment.com
,,192.185.216.121,citibank.com.my.betomultimarcas.com
,,92.242.132.15,citibank.com.my.shineindia.co
,,,englishisfun.it
,,92.242.132.15,flenet.bancofiei.com
,,213.186.33.18,fondation-saint-thomas.fr
,,66.206.43.190,forristech.com
,,50.63.202.63,free-mobile-voscomptes.com
,,198.38.89.241,galaxy-bd.com
,,50.63.202.48,galaxygirlhair.com
,,108.179.252.34,geraldofirmino.com.br
,,50.63.202.40,gestion-of-your-information.com
,,50.62.53.86,illinoisbmwriders.com
,,93.184.150.19,konyawebtasarimi.net
,,184.168.221.72,lesconcoursquebec.com
,,85.128.210.10,londyn.cosik.pl
,,192.185.95.121,mahabeach.net
,,173.236.189.57,neighborhoodlearning.org
,,184.168.221.37,oz-prolinks.com
,,84.246.226.31,reflexe.locationvoiture-guadeloupe.net
,,192.185.116.91,safeandperfect.com
,,183.90.173.33,salogisticsnetwork.com
,,92.242.132.15,ssorcon.com
,,202.169.44.166,thamrinnine.com
,,167.114.158.222,totalkaronn.com.br
,,103.18.6.137,transpec.vn
,,93.184.150.18,tuyantasarim.com
,,50.63.202.39,urnllimited.com
,,92.242.132.15,webappspypl.com
,,88.198.132.3,yousabiave001.usa.cc
,,173.201.231.29,roanmtbb.com
,,79.172.241.102,sarkanykard.hu
,,69.194.230.43,tranquilbodynmind.com
,,,uaemovers.net
,,89.249.4.65,allanskov.dk
